datetime,date,hour,cnt
2011-01-18 19:00:00,2011-01-18,19,98.0
2011-01-18 20:00:00,2011-01-18,20,80.0
2011-01-18 21:00:00,2011-01-18,21,41.0
2011-01-18 22:00:00,2011-01-18,22,33.0
2011-01-18 23:00:00,2011-01-18,23,20.0
2011-01-19 00:00:00,2011-01-19,0,3.0
2011-01-19 01:00:00,2011-01-19,1,7.0
2011-01-19 02:00:00,2011-01-19,2,3.0
2011-01-19 03:00:00,2011-01-19,3,0.0
2011-01-19 04:00:00,2011-01-19,4,2.0
2011-01-19 05:00:00,2011-01-19,5,7.0
2011-01-19 06:00:00,2011-01-19,6,32.0
2011-01-19 07:00:00,2011-01-19,7,90.0
2011-01-19 08:00:00,2011-01-19,8,197.0
2011-01-19 09:00:00,2011-01-19,9,109.0
2011-01-18 11:00:00,2011-01-18,11,0.0
2011-01-18 12:00:00,2011-01-18,12,3.0
2011-01-18 13:00:00,2011-01-18,13,20.0
2011-01-18 14:00:00,2011-01-18,14,27.0
2011-01-18 15:00:00,2011-01-18,15,35.0
2011-01-18 16:00:00,2011-01-18,16,61.0
2011-01-18 17:00:00,2011-01-18,17,122.0
2011-01-18 18:00:00,2011-01-18,18,132.0
2011-01-18 19:00:00,2011-01-18,19,98.0
2011-01-18 20:00:00,2011-01-18,20,80.0
2011-01-18 21:00:00,2011-01-18,21,41.0
2011-01-18 22:00:00,2011-01-18,22,33.0
2011-01-18 23:00:00,2011-01-18,23,20.0
2011-01-19 00:00:00,2011-01-19,0,3.0
2011-01-19 01:00:00,2011-01-19,1,7.0
2011-01-19 02:00:00,2011-01-19,2,3.0
2011-01-19 03:00:00,2011-01-19,3,0.0
2011-01-19 04:00:00,2011-01-19,4,2.0
2011-01-19 05:00:00,2011-01-19,5,7.0
2011-01-19 06:00:00,2011-01-19,6,32.0
2011-01-19 07:00:00,2011-01-19,7,90.0
2011-01-19 08:00:00,2011-01-19,8,197.0
2011-01-19 09:00:00,2011-01-19,9,109.0
2011-01-19 10:00:00,2011-01-19,10,43.0
2011-01-19 03:00:00,2011-01-19,3,0.0
2011-01-19 04:00:00,2011-01-19,4,2.0
2011-01-19 05:00:00,2011-01-19,5,7.0
2011-01-19 06:00:00,2011-01-19,6,32.0
2011-01-19 07:00:00,2011-01-19,7,90.0
2011-01-19 08:00:00,2011-01-19,8,197.0
2011-01-19 09:00:00,2011-01-19,9,109.0
2011-01-19 10:00:00,2011-01-19,10,43.0
2011-01-19 11:00:00,2011-01-19,11,51.0
2011-01-19 12:00:00,2011-01-19,12,68.0
2011-01-19 13:00:00,2011-01-19,13,78.0
2011-01-19 14:00:00,2011-01-19,14,75.0
2011-01-19 15:00:00,2011-01-19,15,82.0
2011-01-19 16:00:00,2011-01-19,16,98.0
2011-01-19 17:00:00,2011-01-19,17,197.0
2011-01-19 18:00:00,2011-01-19,18,160.0
2011-01-19 19:00:00,2011-01-19,19,111.0
2011-01-19 20:00:00,2011-01-19,20,75.0
2011-01-19 21:00:00,2011-01-19,21,58.0
2011-01-19 22:00:00,2011-01-19,22,57.0
2011-01-19 23:00:00,2011-01-19,23,28.0
2011-01-20 00:00:00,2011-01-20,0,13.0
2011-01-20 01:00:00,2011-01-20,1,5.0
2011-01-20 02:00:00,2011-01-20,2,2.0
2011-01-22 05:00:00,2011-01-22,5,0.0
2011-01-22 06:00:00,2011-01-22,6,2.0
2011-01-22 07:00:00,2011-01-22,7,8.0
2011-01-22 08:00:00,2011-01-22,8,27.0
2011-01-22 09:00:00,2011-01-22,9,38.0
2011-01-22 10:00:00,2011-01-22,10,52.0
2011-01-22 11:00:00,2011-01-22,11,62.0
2011-01-22 12:00:00,2011-01-22,12,70.0
2011-01-22 13:00:00,2011-01-22,13,83.0
2011-01-22 14:00:00,2011-01-22,14,75.0
2011-01-22 15:00:00,2011-01-22,15,101.0
2011-01-22 16:00:00,2011-01-22,16,82.0
2011-01-22 17:00:00,2011-01-22,17,65.0
2011-01-22 18:00:00,2011-01-22,18,54.0
2011-01-22 19:00:00,2011-01-22,19,58.0
2011-01-22 20:00:00,2011-01-22,20,45.0
2011-01-22 21:00:00,2011-01-22,21,39.0
2011-01-22 22:00:00,2011-01-22,22,30.0
2011-01-22 23:00:00,2011-01-22,23,32.0
2011-01-23 00:00:00,2011-01-23,0,22.0
2011-01-23 01:00:00,2011-01-23,1,13.0
2011-01-23 02:00:00,2011-01-23,2,17.0
2011-01-23 03:00:00,2011-01-23,3,5.0
2011-01-23 04:00:00,2011-01-23,4,0.0
2011-01-23 04:00:00,2011-01-23,4,0.0
2011-01-23 05:00:00,2011-01-23,5,3.0
2011-01-23 06:00:00,2011-01-23,6,1.0
2011-01-23 07:00:00,2011-01-23,7,2.0
2011-01-23 08:00:00,2011-01-23,8,19.0
2011-01-23 09:00:00,2011-01-23,9,28.0
2011-01-23 10:00:00,2011-01-23,10,57.0
2011-01-23 11:00:00,2011-01-23,11,97.0
2011-01-23 12:00:00,2011-01-23,12,114.0
2011-01-23 13:00:00,2011-01-23,13,87.0
2011-01-23 14:00:00,2011-01-23,14,110.0
2011-01-23 15:00:00,2011-01-23,15,76.0
2011-01-23 16:00:00,2011-01-23,16,65.0
2011-01-23 17:00:00,2011-01-23,17,55.0
2011-01-23 18:00:00,2011-01-23,18,48.0
2011-01-23 19:00:00,2011-01-23,19,50.0
2011-01-23 20:00:00,2011-01-23,20,35.0
2011-01-23 21:00:00,2011-01-23,21,25.0
2011-01-23 22:00:00,2011-01-23,22,28.0
2011-01-23 23:00:00,2011-01-23,23,20.0
2011-01-24 00:00:00,2011-01-24,0,7.0
2011-01-24 01:00:00,2011-01-24,1,1.0
2011-01-24 02:00:00,2011-01-24,2,0.0
2011-01-24 03:00:00,2011-01-24,3,1.0
2011-01-24 02:00:00,2011-01-24,2,0.0
2011-01-24 03:00:00,2011-01-24,3,1.0
2011-01-24 04:00:00,2011-01-24,4,1.0
2011-01-24 05:00:00,2011-01-24,5,5.0
2011-01-24 06:00:00,2011-01-24,6,15.0
2011-01-24 07:00:00,2011-01-24,7,83.0
2011-01-24 08:00:00,2011-01-24,8,177.0
2011-01-24 09:00:00,2011-01-24,9,102.0
2011-01-24 10:00:00,2011-01-24,10,40.0
2011-01-24 11:00:00,2011-01-24,11,46.0
2011-01-24 12:00:00,2011-01-24,12,63.0
2011-01-24 13:00:00,2011-01-24,13,60.0
2011-01-24 14:00:00,2011-01-24,14,45.0
2011-01-24 15:00:00,2011-01-24,15,56.0
2011-01-24 16:00:00,2011-01-24,16,70.0
2011-01-24 17:00:00,2011-01-24,17,182.0
2011-01-24 18:00:00,2011-01-24,18,153.0
2011-01-24 19:00:00,2011-01-24,19,103.0
2011-01-24 20:00:00,2011-01-24,20,79.0
2011-01-24 21:00:00,2011-01-24,21,58.0
2011-01-24 22:00:00,2011-01-24,22,34.0
2011-01-24 23:00:00,2011-01-24,23,24.0
2011-01-25 00:00:00,2011-01-25,0,9.0
2011-01-25 01:00:00,2011-01-25,1,5.0
2011-01-25 03:00:00,2011-01-25,3,0.0
2011-01-25 04:00:00,2011-01-25,4,1.0
2011-01-25 05:00:00,2011-01-25,5,8.0
2011-01-25 06:00:00,2011-01-25,6,35.0
2011-01-25 07:00:00,2011-01-25,7,108.0
2011-01-25 08:00:00,2011-01-25,8,236.0
2011-01-25 09:00:00,2011-01-25,9,144.0
2011-01-25 10:00:00,2011-01-25,10,53.0
2011-01-25 11:00:00,2011-01-25,11,60.0
2011-01-25 12:00:00,2011-01-25,12,105.0
2011-01-25 13:00:00,2011-01-25,13,93.0
2011-01-25 14:00:00,2011-01-25,14,68.0
2011-01-25 15:00:00,2011-01-25,15,84.0
2011-01-25 16:00:00,2011-01-25,16,116.0
2011-01-25 17:00:00,2011-01-25,17,221.0
2011-01-25 18:00:00,2011-01-25,18,224.0
2011-01-25 19:00:00,2011-01-25,19,145.0
2011-01-25 20:00:00,2011-01-25,20,117.0
2011-01-25 21:00:00,2011-01-25,21,45.0
2011-01-25 22:00:00,2011-01-25,22,52.0
2011-01-25 23:00:00,2011-01-25,23,40.0
2011-01-26 00:00:00,2011-01-26,0,17.0
2011-01-26 01:00:00,2011-01-26,1,5.0
2011-01-26 02:00:00,2011-01-26,2,10.0
2011-01-26 03:00:00,2011-01-26,3,0.0
2011-01-26 04:00:00,2011-01-26,4,0.0
2011-01-26 05:00:00,2011-01-26,5,1.0
2011-01-26 06:00:00,2011-01-26,6,8.0
2011-01-26 07:00:00,2011-01-26,7,30.0
2011-01-26 08:00:00,2011-01-26,8,72.0
2011-01-26 09:00:00,2011-01-26,9,57.0
2011-01-26 10:00:00,2011-01-26,10,28.0
2011-01-26 11:00:00,2011-01-26,11,41.0
2011-01-26 12:00:00,2011-01-26,12,46.0
2011-01-26 13:00:00,2011-01-26,13,46.0
2011-01-26 14:00:00,2011-01-26,14,36.0
2011-01-26 15:00:00,2011-01-26,15,42.0
2011-01-26 16:00:00,2011-01-26,16,35.0
2011-01-26 17:00:00,2011-01-26,17,26.0
2011-01-26 18:00:00,2011-01-26,18,0.0
2011-01-26 19:00:00,2011-01-26,19,0.0
2011-01-26 20:00:00,2011-01-26,20,0.0
2011-01-26 21:00:00,2011-01-26,21,0.0
2011-01-26 22:00:00,2011-01-26,22,0.0
2011-01-26 23:00:00,2011-01-26,23,0.0
2011-01-27 00:00:00,2011-01-27,0,0.0
2011-01-27 01:00:00,2011-01-27,1,0.0
2011-01-27 02:00:00,2011-01-27,2,0.0
2011-01-26 04:00:00,2011-01-26,4,0.0
2011-01-26 05:00:00,2011-01-26,5,1.0
2011-01-26 06:00:00,2011-01-26,6,8.0
2011-01-26 07:00:00,2011-01-26,7,30.0
2011-01-26 08:00:00,2011-01-26,8,72.0
2011-01-26 09:00:00,2011-01-26,9,57.0
2011-01-26 10:00:00,2011-01-26,10,28.0
2011-01-26 11:00:00,2011-01-26,11,41.0
2011-01-26 12:00:00,2011-01-26,12,46.0
2011-01-26 13:00:00,2011-01-26,13,46.0
2011-01-26 14:00:00,2011-01-26,14,36.0
2011-01-26 15:00:00,2011-01-26,15,42.0
2011-01-26 16:00:00,2011-01-26,16,35.0
2011-01-26 17:00:00,2011-01-26,17,26.0
2011-01-26 18:00:00,2011-01-26,18,0.0
2011-01-26 19:00:00,2011-01-26,19,0.0
2011-01-26 20:00:00,2011-01-26,20,0.0
2011-01-26 21:00:00,2011-01-26,21,0.0
2011-01-26 22:00:00,2011-01-26,22,0.0
2011-01-26 23:00:00,2011-01-26,23,0.0
2011-01-27 00:00:00,2011-01-27,0,0.0
2011-01-27 01:00:00,2011-01-27,1,0.0
2011-01-27 02:00:00,2011-01-27,2,0.0
2011-01-27 03:00:00,2011-01-27,3,0.0
2011-01-26 18:00:00,2011-01-26,18,0.0
2011-01-26 19:00:00,2011-01-26,19,0.0
2011-01-26 20:00:00,2011-01-26,20,0.0
2011-01-26 21:00:00,2011-01-26,21,0.0
2011-01-26 22:00:00,2011-01-26,22,0.0
2011-01-26 23:00:00,2011-01-26,23,0.0
2011-01-27 00:00:00,2011-01-27,0,0.0
2011-01-27 01:00:00,2011-01-27,1,0.0
2011-01-27 02:00:00,2011-01-27,2,0.0
2011-01-27 03:00:00,2011-01-27,3,0.0
2011-01-27 04:00:00,2011-01-27,4,0.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-26 19:00:00,2011-01-26,19,0.0
2011-01-26 20:00:00,2011-01-26,20,0.0
2011-01-26 21:00:00,2011-01-26,21,0.0
2011-01-26 22:00:00,2011-01-26,22,0.0
2011-01-26 23:00:00,2011-01-26,23,0.0
2011-01-27 00:00:00,2011-01-27,0,0.0
2011-01-27 01:00:00,2011-01-27,1,0.0
2011-01-27 02:00:00,2011-01-27,2,0.0
2011-01-27 03:00:00,2011-01-27,3,0.0
2011-01-27 04:00:00,2011-01-27,4,0.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-26 20:00:00,2011-01-26,20,0.0
2011-01-26 21:00:00,2011-01-26,21,0.0
2011-01-26 22:00:00,2011-01-26,22,0.0
2011-01-26 23:00:00,2011-01-26,23,0.0
2011-01-27 00:00:00,2011-01-27,0,0.0
2011-01-27 01:00:00,2011-01-27,1,0.0
2011-01-27 02:00:00,2011-01-27,2,0.0
2011-01-27 03:00:00,2011-01-27,3,0.0
2011-01-27 04:00:00,2011-01-27,4,0.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-26 21:00:00,2011-01-26,21,0.0
2011-01-26 22:00:00,2011-01-26,22,0.0
2011-01-26 23:00:00,2011-01-26,23,0.0
2011-01-27 00:00:00,2011-01-27,0,0.0
2011-01-27 01:00:00,2011-01-27,1,0.0
2011-01-27 02:00:00,2011-01-27,2,0.0
2011-01-27 03:00:00,2011-01-27,3,0.0
2011-01-27 04:00:00,2011-01-27,4,0.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-26 22:00:00,2011-01-26,22,0.0
2011-01-26 23:00:00,2011-01-26,23,0.0
2011-01-27 00:00:00,2011-01-27,0,0.0
2011-01-27 01:00:00,2011-01-27,1,0.0
2011-01-27 02:00:00,2011-01-27,2,0.0
2011-01-27 03:00:00,2011-01-27,3,0.0
2011-01-27 04:00:00,2011-01-27,4,0.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-26 23:00:00,2011-01-26,23,0.0
2011-01-27 00:00:00,2011-01-27,0,0.0
2011-01-27 01:00:00,2011-01-27,1,0.0
2011-01-27 02:00:00,2011-01-27,2,0.0
2011-01-27 03:00:00,2011-01-27,3,0.0
2011-01-27 04:00:00,2011-01-27,4,0.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 00:00:00,2011-01-27,0,0.0
2011-01-27 01:00:00,2011-01-27,1,0.0
2011-01-27 02:00:00,2011-01-27,2,0.0
2011-01-27 03:00:00,2011-01-27,3,0.0
2011-01-27 04:00:00,2011-01-27,4,0.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-27 01:00:00,2011-01-27,1,0.0
2011-01-27 02:00:00,2011-01-27,2,0.0
2011-01-27 03:00:00,2011-01-27,3,0.0
2011-01-27 04:00:00,2011-01-27,4,0.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-27 02:00:00,2011-01-27,2,0.0
2011-01-27 03:00:00,2011-01-27,3,0.0
2011-01-27 04:00:00,2011-01-27,4,0.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-27 03:00:00,2011-01-27,3,0.0
2011-01-27 04:00:00,2011-01-27,4,0.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-27 04:00:00,2011-01-27,4,0.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-27 05:00:00,2011-01-27,5,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-27 06:00:00,2011-01-27,6,0.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
2011-01-28 01:00:00,2011-01-28,1,3.0
2011-01-28 02:00:00,2011-01-28,2,2.0
2011-01-28 03:00:00,2011-01-28,3,1.0
2011-01-28 04:00:00,2011-01-28,4,0.0
2011-01-28 05:00:00,2011-01-28,5,4.0
2011-01-27 07:00:00,2011-01-27,7,0.0
2011-01-27 08:00:00,2011-01-27,8,0.0
2011-01-27 09:00:00,2011-01-27,9,0.0
2011-01-27 10:00:00,2011-01-27,10,0.0
2011-01-27 11:00:00,2011-01-27,11,0.0
2011-01-27 12:00:00,2011-01-27,12,0.0
2011-01-27 13:00:00,2011-01-27,13,0.0
2011-01-27 14:00:00,2011-01-27,14,0.0
2011-01-27 15:00:00,2011-01-27,15,0.0
2011-01-27 16:00:00,2011-01-27,16,22.0
2011-01-27 17:00:00,2011-01-27,17,81.0
2011-01-27 18:00:00,2011-01-27,18,104.0
2011-01-27 19:00:00,2011-01-27,19,79.0
2011-01-27 20:00:00,2011-01-27,20,58.0
2011-01-27 21:00:00,2011-01-27,21,37.0
2011-01-27 22:00:00,2011-01-27,22,27.0
2011-01-27 23:00:00,2011-01-27,23,16.0
2011-01-28 00:00:00,2011-01-28,0,9.0
